site,display_label,alias
Cutaneous Carcinoma of the Head and Neck,Cutaneous Carcinoma of the Head and Neck,Cutaneous Carcinoma of the Head and Neck
Cutaneous Carcinoma of the Head and Neck,Cutaneous Carcinoma of the Head and Neck,Cutaneous Carcinoma of the Head and Neck
Cutaneous Carcinoma of the Head and Neck,Cutaneous Carcinoma of the Head and Neck,Cutaneous Carcinoma of the Head and Neck
Cutaneous Carcinoma of the Head and Neck,Cutaneous Carcinoma of the Head and Neck,頭頸皮膚癌
Cutaneous Carcinoma of the Head and Neck,Cutaneous Carcinoma of the Head and Neck,皮膚鱗癌頭頸
Cutaneous Carcinoma of the Head and Neck,Cutaneous Carcinoma of the Head and Neck,cutaneous SCC head neck
Esophagus and Esophagogastric Junction: Other Histologies,Esophagus and Esophagogastric Junction: Other Histologies,Esophagus and Esophagogastric Junction: Other Histologies
Esophagus and Esophagogastric Junction: Other Histologies,Esophagus and Esophagogastric Junction: Other Histologies,Esophagus and Esophagogastric Junction: Other Histologies
Esophagus and Esophagogastric Junction: Other Histologies,Esophagus and Esophagogastric Junction: Other Histologies,Esophagus and Esophagogastric Junction: Other Histologies
Esophagus and Esophagogastric Junction: Other Histologies,Esophagus and Esophagogastric Junction: Other Histologies,Other Histologies
Small Intestine: Other Histologies,Small Intestine: Other Histologies,Small Intestine: Other Histologies
Small Intestine: Other Histologies,Small Intestine: Other Histologies,Small Intestine: Other Histologies
Small Intestine: Other Histologies,Small Intestine: Other Histologies,Small Intestine: Other Histologies
Small Intestine: Other Histologies,Small Intestine: Other Histologies,Other Histologies
Anus,Anus,Anus
Anus,Anus,Anus
Anus,Anus,Anus
Thymus,Thymus,Thymus
Thymus,Thymus,Thymus
Thymus,Thymus,Thymus
Thymus,Thymus,胸腺癌
Thymus,Thymus,胸腺瘤
Thymus,Thymus,thymoma
Thymus,Thymus,thymic carcinoma
Lung,Lung,Lung
Lung,Lung,Lung
Lung,Lung,Lung
Lung,Lung,肺癌
Lung,Lung,NSCLC
Lung,Lung,SCLC
Lung,Lung,lung cancer
Lung,Lung,肺腺癌
Lung,Lung,肺鱗癌
Lung,Lung,小細胞肺癌
Lung,Lung,非小細胞肺癌
Malignant Pleural Mesothelioma,Malignant Pleural Mesothelioma,Malignant Pleural Mesothelioma
Malignant Pleural Mesothelioma,Malignant Pleural Mesothelioma,Malignant Pleural Mesothelioma
Malignant Pleural Mesothelioma,Malignant Pleural Mesothelioma,Malignant Pleural Mesothelioma
Malignant Pleural Mesothelioma,Malignant Pleural Mesothelioma,惡性胸膜間皮瘤
Malignant Pleural Mesothelioma,Malignant Pleural Mesothelioma,mesothelioma
"Bone: Appendicular Skeleton, Trunk, Skull and Facial Bones","Bone: Appendicular Skeleton, Trunk, Skull and Facial Bones","Bone: Appendicular Skeleton, Trunk, Skull and Facial Bones"
"Bone: Appendicular Skeleton, Trunk, Skull and Facial Bones","Bone: Appendicular Skeleton, Trunk, Skull and Facial Bones","Bone: Appendicular Skeleton, Trunk, Skull and Facial Bones"
"Bone: Appendicular Skeleton, Trunk, Skull and Facial Bones","Bone: Appendicular Skeleton, Trunk, Skull and Facial Bones","Bone: Appendicular Skeleton, Trunk, Skull and Facial Bones"
"Bone: Appendicular Skeleton, Trunk, Skull and Facial Bones","Bone: Appendicular Skeleton, Trunk, Skull and Facial Bones","Appendicular Skeleton, Trunk, Skull and Facial Bones"
"Bone: Appendicular Skeleton, Trunk, Skull and Facial Bones","Bone: Appendicular Skeleton, Trunk, Skull and Facial Bones",骨肉瘤
"Bone: Appendicular Skeleton, Trunk, Skull and Facial Bones","Bone: Appendicular Skeleton, Trunk, Skull and Facial Bones",骨腫瘤
"Bone: Appendicular Skeleton, Trunk, Skull and Facial Bones","Bone: Appendicular Skeleton, Trunk, Skull and Facial Bones",appendicular bone sarcoma
"Bone: Appendicular Skeleton, Trunk, Skull and Facial Bones","Bone: Appendicular Skeleton, Trunk, Skull and Facial Bones",osteosarcoma
Bone: Spine,Bone: Spine,Bone: Spine
Bone: Spine,Bone: Spine,Bone: Spine
Bone: Spine,Bone: Spine,Bone: Spine
Bone: Spine,Bone: Spine,Spine
Bone: Spine,Bone: Spine,脊椎骨腫瘤
Bone: Spine,Bone: Spine,spine bone tumor
Bone: Pelvis,Bone: Pelvis,Bone: Pelvis
Bone: Pelvis,Bone: Pelvis,Bone: Pelvis
Bone: Pelvis,Bone: Pelvis,Bone: Pelvis
Bone: Pelvis,Bone: Pelvis,Pelvis
Bone: Pelvis,Bone: Pelvis,骨盆骨腫瘤
Bone: Pelvis,Bone: Pelvis,pelvic bone tumor
Soft Tissue Sarcoma of the Head and Neck,Soft Tissue Sarcoma of the Head and Neck,Soft Tissue Sarcoma of the Head and Neck
Soft Tissue Sarcoma of the Head and Neck,Soft Tissue Sarcoma of the Head and Neck,Soft Tissue Sarcoma of the Head and Neck
Soft Tissue Sarcoma of the Head and Neck,Soft Tissue Sarcoma of the Head and Neck,Soft Tissue Sarcoma of the Head and Neck
Soft Tissue Sarcoma of the Head and Neck,Soft Tissue Sarcoma of the Head and Neck,頭頸軟組織肉瘤
Soft Tissue Sarcoma of the Head and Neck,Soft Tissue Sarcoma of the Head and Neck,soft tissue sarcoma head neck
Soft Tissue Sarcoma of the Trunk and Extremities,Soft Tissue Sarcoma of the Trunk and Extremities,Soft Tissue Sarcoma of the Trunk and Extremities
Soft Tissue Sarcoma of the Trunk and Extremities,Soft Tissue Sarcoma of the Trunk and Extremities,Soft Tissue Sarcoma of the Trunk and Extremities
Soft Tissue Sarcoma of the Trunk and Extremities,Soft Tissue Sarcoma of the Trunk and Extremities,Soft Tissue Sarcoma of the Trunk and Extremities
Soft Tissue Sarcoma of the Trunk and Extremities,Soft Tissue Sarcoma of the Trunk and Extremities,四肢軟組織肉瘤
Soft Tissue Sarcoma of the Trunk and Extremities,Soft Tissue Sarcoma of the Trunk and Extremities,軀幹軟組織肉瘤
Soft Tissue Sarcoma of the Trunk and Extremities,Soft Tissue Sarcoma of the Trunk and Extremities,STS
Soft Tissue Sarcoma of the Trunk and Extremities,Soft Tissue Sarcoma of the Trunk and Extremities,soft tissue sarcoma
Soft Tissue Sarcoma of the Abdomen and Thoracic Visceral Organs,Soft Tissue Sarcoma of the Abdomen and Thoracic Visceral Organs,Soft Tissue Sarcoma of the Abdomen and Thoracic Visceral Organs
Soft Tissue Sarcoma of the Abdomen and Thoracic Visceral Organs,Soft Tissue Sarcoma of the Abdomen and Thoracic Visceral Organs,Soft Tissue Sarcoma of the Abdomen and Thoracic Visceral Organs
Soft Tissue Sarcoma of the Abdomen and Thoracic Visceral Organs,Soft Tissue Sarcoma of the Abdomen and Thoracic Visceral Organs,Soft Tissue Sarcoma of the Abdomen and Thoracic Visceral Organs
Soft Tissue Sarcoma of the Abdomen and Thoracic Visceral Organs,Soft Tissue Sarcoma of the Abdomen and Thoracic Visceral Organs,腹腔軟組織肉瘤
Soft Tissue Sarcoma of the Abdomen and Thoracic Visceral Organs,Soft Tissue Sarcoma of the Abdomen and Thoracic Visceral Organs,胸腔臟器軟組織肉瘤
Soft Tissue Sarcoma of the Retroperitoneum,Soft Tissue Sarcoma of the Retroperitoneum,Soft Tissue Sarcoma of the Retroperitoneum
Soft Tissue Sarcoma of the Retroperitoneum,Soft Tissue Sarcoma of the Retroperitoneum,Soft Tissue Sarcoma of the Retroperitoneum
Soft Tissue Sarcoma of the Retroperitoneum,Soft Tissue Sarcoma of the Retroperitoneum,Soft Tissue Sarcoma of the Retroperitoneum
Soft Tissue Sarcoma of the Retroperitoneum,Soft Tissue Sarcoma of the Retroperitoneum,後腹腔肉瘤
Soft Tissue Sarcoma of the Retroperitoneum,Soft Tissue Sarcoma of the Retroperitoneum,retroperitoneal sarcoma
Soft Tissue Sarcoma – Unusual Histologies and Sites,Soft Tissue Sarcoma – Unusual Histologies and Sites,Soft Tissue Sarcoma – Unusual Histologies and Sites
Soft Tissue Sarcoma – Unusual Histologies and Sites,Soft Tissue Sarcoma – Unusual Histologies and Sites,Soft Tissue Sarcoma – Unusual Histologies and Sites
Soft Tissue Sarcoma – Unusual Histologies and Sites,Soft Tissue Sarcoma – Unusual Histologies and Sites,Soft Tissue Sarcoma – Unusual Histologies and Sites
Soft Tissue Sarcoma – Unusual Histologies and Sites,Soft Tissue Sarcoma – Unusual Histologies and Sites,特殊部位肉瘤
Soft Tissue Sarcoma – Unusual Histologies and Sites,Soft Tissue Sarcoma – Unusual Histologies and Sites,unusual sarcoma
Merkel Cell Carcinoma,Merkel Cell Carcinoma,Merkel Cell Carcinoma
Merkel Cell Carcinoma,Merkel Cell Carcinoma,Merkel Cell Carcinoma
Merkel Cell Carcinoma,Merkel Cell Carcinoma,Merkel Cell Carcinoma
Merkel Cell Carcinoma,Merkel Cell Carcinoma,默克細胞癌
Merkel Cell Carcinoma,Merkel Cell Carcinoma,Merkel cell
Merkel Cell Carcinoma,Merkel Cell Carcinoma,MCC
Melanoma of the Skin,Melanoma of the Skin,Melanoma of the Skin
Melanoma of the Skin,Melanoma of the Skin,Melanoma of the Skin
Melanoma of the Skin,Melanoma of the Skin,Melanoma of the Skin
Melanoma of the Skin,Melanoma of the Skin,黑色素瘤
Melanoma of the Skin,Melanoma of the Skin,皮膚黑色素瘤
Melanoma of the Skin,Melanoma of the Skin,melanoma
Breast,Breast,Breast
Breast,Breast,Breast
Breast,Breast,Breast
Breast,Breast,乳癌
Breast,Breast,乳房癌
Breast,Breast,breast cancer
Breast,Breast,HER2 breast
Breast,Breast,TNBC
Vulva,Vulva,Vulva
Vulva,Vulva,Vulva
Vulva,Vulva,Vulva
Vulva,Vulva,外陰癌
Vulva,Vulva,vulvar cancer
Vagina,Vagina,Vagina
Vagina,Vagina,Vagina
Vagina,Vagina,Vagina
Vagina,Vagina,陰道癌
Vagina,Vagina,vaginal cancer
Cervix Uteri,Cervix Uteri,Cervix Uteri
Cervix Uteri,Cervix Uteri,Cervix Uteri
Cervix Uteri,Cervix Uteri,Cervix Uteri
Cervix Uteri,Cervix Uteri,子宮頸癌
Cervix Uteri,Cervix Uteri,cervical cancer
Corpus Uteri – Carcinoma and Carcinosarcoma,Corpus Uteri – Carcinoma and Carcinosarcoma,Corpus Uteri – Carcinoma and Carcinosarcoma
Corpus Uteri – Carcinoma and Carcinosarcoma,Corpus Uteri – Carcinoma and Carcinosarcoma,Corpus Uteri – Carcinoma and Carcinosarcoma
Corpus Uteri – Carcinoma and Carcinosarcoma,Corpus Uteri – Carcinoma and Carcinosarcoma,Corpus Uteri – Carcinoma and Carcinosarcoma
Corpus Uteri – Carcinoma and Carcinosarcoma,Corpus Uteri – Carcinoma and Carcinosarcoma,子宮內膜癌
Corpus Uteri – Carcinoma and Carcinosarcoma,Corpus Uteri – Carcinoma and Carcinosarcoma,子宮體癌
Corpus Uteri – Carcinoma and Carcinosarcoma,Corpus Uteri – Carcinoma and Carcinosarcoma,endometrial cancer
Corpus Uteri – Carcinoma and Carcinosarcoma,Corpus Uteri – Carcinoma and Carcinosarcoma,uterine carcinoma
Corpus Uteri – Carcinoma and Carcinosarcoma,Corpus Uteri – Carcinoma and Carcinosarcoma,carcinosarcoma
Corpus Uteri – Leiomyosarcoma and Endometrial Stromal Sarcoma,Corpus Uteri – Leiomyosarcoma and Endometrial Stromal Sarcoma,Corpus Uteri – Leiomyosarcoma and Endometrial Stromal Sarcoma
Corpus Uteri – Leiomyosarcoma and Endometrial Stromal Sarcoma,Corpus Uteri – Leiomyosarcoma and Endometrial Stromal Sarcoma,Corpus Uteri – Leiomyosarcoma and Endometrial Stromal Sarcoma
Corpus Uteri – Leiomyosarcoma and Endometrial Stromal Sarcoma,Corpus Uteri – Leiomyosarcoma and Endometrial Stromal Sarcoma,Corpus Uteri – Leiomyosarcoma and Endometrial Stromal Sarcoma
Corpus Uteri – Leiomyosarcoma and Endometrial Stromal Sarcoma,Corpus Uteri – Leiomyosarcoma and Endometrial Stromal Sarcoma,子宮肉瘤
Corpus Uteri – Leiomyosarcoma and Endometrial Stromal Sarcoma,Corpus Uteri – Leiomyosarcoma and Endometrial Stromal Sarcoma,leiomyosarcoma
Corpus Uteri – Leiomyosarcoma and Endometrial Stromal Sarcoma,Corpus Uteri – Leiomyosarcoma and Endometrial Stromal Sarcoma,endometrial stromal sarcoma
Corpus Uteri – Adenosarcoma,Corpus Uteri – Adenosarcoma,Corpus Uteri – Adenosarcoma
Corpus Uteri – Adenosarcoma,Corpus Uteri – Adenosarcoma,Corpus Uteri – Adenosarcoma
Corpus Uteri – Adenosarcoma,Corpus Uteri – Adenosarcoma,Corpus Uteri – Adenosarcoma
Corpus Uteri – Adenosarcoma,Corpus Uteri – Adenosarcoma,子宮腺肉瘤
Corpus Uteri – Adenosarcoma,Corpus Uteri – Adenosarcoma,adenosarcoma
"Ovary, Fallopian Tube and Primary Peritoneal Carcinoma","Ovary, Fallopian Tube and Primary Peritoneal Carcinoma","Ovary, Fallopian Tube and Primary Peritoneal Carcinoma"
"Ovary, Fallopian Tube and Primary Peritoneal Carcinoma","Ovary, Fallopian Tube and Primary Peritoneal Carcinoma","Ovary, Fallopian Tube and Primary Peritoneal Carcinoma"
"Ovary, Fallopian Tube and Primary Peritoneal Carcinoma","Ovary, Fallopian Tube and Primary Peritoneal Carcinoma","Ovary, Fallopian Tube and Primary Peritoneal Carcinoma"
"Ovary, Fallopian Tube and Primary Peritoneal Carcinoma","Ovary, Fallopian Tube and Primary Peritoneal Carcinoma",卵巢癌
"Ovary, Fallopian Tube and Primary Peritoneal Carcinoma","Ovary, Fallopian Tube and Primary Peritoneal Carcinoma",輸卵管癌
"Ovary, Fallopian Tube and Primary Peritoneal Carcinoma","Ovary, Fallopian Tube and Primary Peritoneal Carcinoma",原發性腹膜癌
"Ovary, Fallopian Tube and Primary Peritoneal Carcinoma","Ovary, Fallopian Tube and Primary Peritoneal Carcinoma",ovarian cancer
"Ovary, Fallopian Tube and Primary Peritoneal Carcinoma","Ovary, Fallopian Tube and Primary Peritoneal Carcinoma",fallopian tube cancer
"Ovary, Fallopian Tube and Primary Peritoneal Carcinoma","Ovary, Fallopian Tube and Primary Peritoneal Carcinoma",primary peritoneal
Gestational Trophoblastic Neoplasms,Gestational Trophoblastic Neoplasms,Gestational Trophoblastic Neoplasms
Gestational Trophoblastic Neoplasms,Gestational Trophoblastic Neoplasms,Gestational Trophoblastic Neoplasms
Gestational Trophoblastic Neoplasms,Gestational Trophoblastic Neoplasms,Gestational Trophoblastic Neoplasms
Gestational Trophoblastic Neoplasms,Gestational Trophoblastic Neoplasms,妊娠滋養細胞腫瘤
Gestational Trophoblastic Neoplasms,Gestational Trophoblastic Neoplasms,GTN
Gestational Trophoblastic Neoplasms,Gestational Trophoblastic Neoplasms,gestational trophoblastic
Penis,Penis,Penis
Penis,Penis,Penis
Penis,Penis,Penis
Penis,Penis,陰莖癌
Penis,Penis,penile cancer
Prostate,Prostate,Prostate
Prostate,Prostate,Prostate
Prostate,Prostate,Prostate
Prostate,Prostate,攝護腺癌
Prostate,Prostate,前列腺癌
Prostate,Prostate,prostate cancer
Prostate,Prostate,PSA
Prostate,Prostate,Gleason
Testis,Testis,Testis
Testis,Testis,Testis
Testis,Testis,Testis
Testis,Testis,睪丸癌
Testis,Testis,testicular cancer
Testis,Testis,germ cell tumor
Kidney,Kidney,Kidney
Kidney,Kidney,Kidney
Kidney,Kidney,Kidney
Kidney,Kidney,腎細胞癌
Kidney,Kidney,腎癌
Kidney,Kidney,RCC
Kidney,Kidney,renal cell carcinoma
Kidney,Kidney,kidney cancer
Urinary Bladder: Urothelial Carcinomas,Urinary Bladder: Urothelial Carcinomas,Urinary Bladder: Urothelial Carcinomas
Urinary Bladder: Urothelial Carcinomas,Urinary Bladder: Urothelial Carcinomas,Urinary Bladder: Urothelial Carcinomas
Urinary Bladder: Urothelial Carcinomas,Urinary Bladder: Urothelial Carcinomas,Urinary Bladder: Urothelial Carcinomas
Urinary Bladder: Urothelial Carcinomas,Urinary Bladder: Urothelial Carcinomas,Urothelial Carcinomas
Urinary Bladder: Urothelial Carcinomas,Urinary Bladder: Urothelial Carcinomas,膀胱癌
Urinary Bladder: Urothelial Carcinomas,Urinary Bladder: Urothelial Carcinomas,尿路上皮癌
Urinary Bladder: Urothelial Carcinomas,Urinary Bladder: Urothelial Carcinomas,UC
Urinary Bladder: Urothelial Carcinomas,Urinary Bladder: Urothelial Carcinomas,urothelial carcinoma
Urinary Bladder: Urothelial Carcinomas,Urinary Bladder: Urothelial Carcinomas,bladder cancer
Urinary Bladder: Squamous Cell Carcinoma and Adenocarcinoma,Urinary Bladder: Squamous Cell Carcinoma and Adenocarcinoma,Urinary Bladder: Squamous Cell Carcinoma and Adenocarcinoma
Urinary Bladder: Squamous Cell Carcinoma and Adenocarcinoma,Urinary Bladder: Squamous Cell Carcinoma and Adenocarcinoma,Urinary Bladder: Squamous Cell Carcinoma and Adenocarcinoma
Urinary Bladder: Squamous Cell Carcinoma and Adenocarcinoma,Urinary Bladder: Squamous Cell Carcinoma and Adenocarcinoma,Urinary Bladder: Squamous Cell Carcinoma and Adenocarcinoma
Urinary Bladder: Squamous Cell Carcinoma and Adenocarcinoma,Urinary Bladder: Squamous Cell Carcinoma and Adenocarcinoma,Squamous Cell Carcinoma and Adenocarcinoma
Urinary Bladder: Squamous Cell Carcinoma and Adenocarcinoma,Urinary Bladder: Squamous Cell Carcinoma and Adenocarcinoma,膀胱鱗癌
Urinary Bladder: Squamous Cell Carcinoma and Adenocarcinoma,Urinary Bladder: Squamous Cell Carcinoma and Adenocarcinoma,膀胱腺癌
Male Penile Urethra and Female Urethra: Urothelial Carcinomas,Male Penile Urethra and Female Urethra: Urothelial Carcinomas,Male Penile Urethra and Female Urethra: Urothelial Carcinomas
Male Penile Urethra and Female Urethra: Urothelial Carcinomas,Male Penile Urethra and Female Urethra: Urothelial Carcinomas,Male Penile Urethra and Female Urethra: Urothelial Carcinomas
Male Penile Urethra and Female Urethra: Urothelial Carcinomas,Male Penile Urethra and Female Urethra: Urothelial Carcinomas,Male Penile Urethra and Female Urethra: Urothelial Carcinomas
Male Penile Urethra and Female Urethra: Urothelial Carcinomas,Male Penile Urethra and Female Urethra: Urothelial Carcinomas,Urothelial Carcinomas
Male Penile Urethra and Female Urethra: Urothelial Carcinomas,Male Penile Urethra and Female Urethra: Urothelial Carcinomas,尿道尿路上皮癌
Male Penile Urethra and Female Urethra: Urothelial Carcinomas,Male Penile Urethra and Female Urethra: Urothelial Carcinomas,urethral urothelial carcinoma
Male Penile and Female Urethra: Squamous Cell Carcinoma and Adenocarcinoma,Male Penile and Female Urethra: Squamous Cell Carcinoma and Adenocarcinoma,Male Penile and Female Urethra: Squamous Cell Carcinoma and Adenocarcinoma
Male Penile and Female Urethra: Squamous Cell Carcinoma and Adenocarcinoma,Male Penile and Female Urethra: Squamous Cell Carcinoma and Adenocarcinoma,Male Penile and Female Urethra: Squamous Cell Carcinoma and Adenocarcinoma
Male Penile and Female Urethra: Squamous Cell Carcinoma and Adenocarcinoma,Male Penile and Female Urethra: Squamous Cell Carcinoma and Adenocarcinoma,Male Penile and Female Urethra: Squamous Cell Carcinoma and Adenocarcinoma
Male Penile and Female Urethra: Squamous Cell Carcinoma and Adenocarcinoma,Male Penile and Female Urethra: Squamous Cell Carcinoma and Adenocarcinoma,Squamous Cell Carcinoma and Adenocarcinoma
Male Penile and Female Urethra: Squamous Cell Carcinoma and Adenocarcinoma,Male Penile and Female Urethra: Squamous Cell Carcinoma and Adenocarcinoma,尿道鱗癌
Male Penile and Female Urethra: Squamous Cell Carcinoma and Adenocarcinoma,Male Penile and Female Urethra: Squamous Cell Carcinoma and Adenocarcinoma,尿道腺癌
Prostatic Urethra: Urothelial Carcinomas,Prostatic Urethra: Urothelial Carcinomas,Prostatic Urethra: Urothelial Carcinomas
Prostatic Urethra: Urothelial Carcinomas,Prostatic Urethra: Urothelial Carcinomas,Prostatic Urethra: Urothelial Carcinomas
Prostatic Urethra: Urothelial Carcinomas,Prostatic Urethra: Urothelial Carcinomas,Prostatic Urethra: Urothelial Carcinomas
Prostatic Urethra: Urothelial Carcinomas,Prostatic Urethra: Urothelial Carcinomas,Urothelial Carcinomas
Prostatic Urethra: Urothelial Carcinomas,Prostatic Urethra: Urothelial Carcinomas,前列腺尿道尿路上皮癌
Prostatic Urethra: Urothelial Carcinomas,Prostatic Urethra: Urothelial Carcinomas,攝護腺尿道尿路上皮癌
Prostatic Urethra: Squamous Cell Carcinoma and Adenocarcinoma,Prostatic Urethra: Squamous Cell Carcinoma and Adenocarcinoma,Prostatic Urethra: Squamous Cell Carcinoma and Adenocarcinoma
Prostatic Urethra: Squamous Cell Carcinoma and Adenocarcinoma,Prostatic Urethra: Squamous Cell Carcinoma and Adenocarcinoma,Prostatic Urethra: Squamous Cell Carcinoma and Adenocarcinoma
Prostatic Urethra: Squamous Cell Carcinoma and Adenocarcinoma,Prostatic Urethra: Squamous Cell Carcinoma and Adenocarcinoma,Prostatic Urethra: Squamous Cell Carcinoma and Adenocarcinoma
Prostatic Urethra: Squamous Cell Carcinoma and Adenocarcinoma,Prostatic Urethra: Squamous Cell Carcinoma and Adenocarcinoma,Squamous Cell Carcinoma and Adenocarcinoma
Prostatic Urethra: Squamous Cell Carcinoma and Adenocarcinoma,Prostatic Urethra: Squamous Cell Carcinoma and Adenocarcinoma,前列腺尿道鱗癌
Prostatic Urethra: Squamous Cell Carcinoma and Adenocarcinoma,Prostatic Urethra: Squamous Cell Carcinoma and Adenocarcinoma,攝護腺尿道腺癌
Eyelid Carcinoma,Eyelid Carcinoma,Eyelid Carcinoma
Eyelid Carcinoma,Eyelid Carcinoma,Eyelid Carcinoma
Eyelid Carcinoma,Eyelid Carcinoma,Eyelid Carcinoma
Eyelid Carcinoma,Eyelid Carcinoma,眼瞼癌
Eyelid Carcinoma,Eyelid Carcinoma,eyelid carcinoma
Conjunctival Carcinoma,Conjunctival Carcinoma,Conjunctival Carcinoma
Conjunctival Carcinoma,Conjunctival Carcinoma,Conjunctival Carcinoma
Conjunctival Carcinoma,Conjunctival Carcinoma,Conjunctival Carcinoma
Conjunctival Carcinoma,Conjunctival Carcinoma,結膜癌
Conjunctival Carcinoma,Conjunctival Carcinoma,conjunctival carcinoma
Conjunctival Melanoma,Conjunctival Melanoma,Conjunctival Melanoma
Conjunctival Melanoma,Conjunctival Melanoma,Conjunctival Melanoma
Conjunctival Melanoma,Conjunctival Melanoma,Conjunctival Melanoma
Conjunctival Melanoma,Conjunctival Melanoma,結膜黑色素瘤
Conjunctival Melanoma,Conjunctival Melanoma,conjunctival melanoma
Uveal Melanoma – Iris Melanoma,Uveal Melanoma – Iris Melanoma,Uveal Melanoma – Iris Melanoma
Uveal Melanoma – Iris Melanoma,Uveal Melanoma – Iris Melanoma,Uveal Melanoma – Iris Melanoma
Uveal Melanoma – Iris Melanoma,Uveal Melanoma – Iris Melanoma,Uveal Melanoma – Iris Melanoma
Uveal Melanoma – Iris Melanoma,Uveal Melanoma – Iris Melanoma,虹膜黑色素瘤
Uveal Melanoma – Iris Melanoma,Uveal Melanoma – Iris Melanoma,iris melanoma
Uveal Melanoma – Choroidal and Ciliary Body Melanoma,Uveal Melanoma – Choroidal and Ciliary Body Melanoma,Uveal Melanoma – Choroidal and Ciliary Body Melanoma
Uveal Melanoma – Choroidal and Ciliary Body Melanoma,Uveal Melanoma – Choroidal and Ciliary Body Melanoma,Uveal Melanoma – Choroidal and Ciliary Body Melanoma
Uveal Melanoma – Choroidal and Ciliary Body Melanoma,Uveal Melanoma – Choroidal and Ciliary Body Melanoma,Uveal Melanoma – Choroidal and Ciliary Body Melanoma
Uveal Melanoma – Choroidal and Ciliary Body Melanoma,Uveal Melanoma – Choroidal and Ciliary Body Melanoma,脈絡膜黑色素瘤
Uveal Melanoma – Choroidal and Ciliary Body Melanoma,Uveal Melanoma – Choroidal and Ciliary Body Melanoma,睫狀體黑色素瘤
Uveal Melanoma – Choroidal and Ciliary Body Melanoma,Uveal Melanoma – Choroidal and Ciliary Body Melanoma,uveal melanoma
Retinoblastoma,Retinoblastoma,Retinoblastoma
Retinoblastoma,Retinoblastoma,Retinoblastoma
Retinoblastoma,Retinoblastoma,Retinoblastoma
Retinoblastoma,Retinoblastoma,視網膜母細胞瘤
Retinoblastoma,Retinoblastoma,retinoblastoma
Lacrimal Gland Carcinoma,Lacrimal Gland Carcinoma,Lacrimal Gland Carcinoma
Lacrimal Gland Carcinoma,Lacrimal Gland Carcinoma,Lacrimal Gland Carcinoma
Lacrimal Gland Carcinoma,Lacrimal Gland Carcinoma,Lacrimal Gland Carcinoma
Lacrimal Gland Carcinoma,Lacrimal Gland Carcinoma,淚腺癌
Lacrimal Gland Carcinoma,Lacrimal Gland Carcinoma,lacrimal gland carcinoma
Orbital Sarcoma,Orbital Sarcoma,Orbital Sarcoma
Orbital Sarcoma,Orbital Sarcoma,Orbital Sarcoma
Orbital Sarcoma,Orbital Sarcoma,Orbital Sarcoma
Orbital Sarcoma,Orbital Sarcoma,眼眶肉瘤
Orbital Sarcoma,Orbital Sarcoma,orbital sarcoma
Ocular Adnexal Lymphoma,Ocular Adnexal Lymphoma,Ocular Adnexal Lymphoma
Ocular Adnexal Lymphoma,Ocular Adnexal Lymphoma,Ocular Adnexal Lymphoma
Ocular Adnexal Lymphoma,Ocular Adnexal Lymphoma,Ocular Adnexal Lymphoma
Ocular Adnexal Lymphoma,Ocular Adnexal Lymphoma,眼附屬器淋巴瘤
Ocular Adnexal Lymphoma,Ocular Adnexal Lymphoma,ocular adnexal lymphoma
Brain and Spinal Cord,Brain and Spinal Cord,Brain and Spinal Cord
Brain and Spinal Cord,Brain and Spinal Cord,Brain and Spinal Cord
Brain and Spinal Cord,Brain and Spinal Cord,Brain and Spinal Cord
Brain and Spinal Cord,Brain and Spinal Cord,腦瘤
Brain and Spinal Cord,Brain and Spinal Cord,腦癌
Brain and Spinal Cord,Brain and Spinal Cord,中樞神經腫瘤
Brain and Spinal Cord,Brain and Spinal Cord,glioma
Brain and Spinal Cord,Brain and Spinal Cord,glioblastoma
Brain and Spinal Cord,Brain and Spinal Cord,CNS tumor
Brain and Spinal Cord,Brain and Spinal Cord,spinal cord tumor
Thyroid – Differentiated,Thyroid – Differentiated,Thyroid – Differentiated
Thyroid – Differentiated,Thyroid – Differentiated,Thyroid – Differentiated
Thyroid – Differentiated,Thyroid – Differentiated,Thyroid – Differentiated
Thyroid – Differentiated,Thyroid – Differentiated,甲狀腺癌
Thyroid – Differentiated,Thyroid – Differentiated,分化型甲狀腺癌
Thyroid – Differentiated,Thyroid – Differentiated,papillary thyroid
Thyroid – Differentiated,Thyroid – Differentiated,follicular thyroid
Thyroid – Differentiated,Thyroid – Differentiated,thyroid cancer
Thyroid – Differentiated,Thyroid – Differentiated,differentiated thyroid cancer
Thyroid – Anaplastic,Thyroid – Anaplastic,Thyroid – Anaplastic
Thyroid – Anaplastic,Thyroid – Anaplastic,Thyroid – Anaplastic
Thyroid – Anaplastic,Thyroid – Anaplastic,Thyroid – Anaplastic
Thyroid – Anaplastic,Thyroid – Anaplastic,未分化甲狀腺癌
Thyroid – Anaplastic,Thyroid – Anaplastic,anaplastic thyroid cancer
Thyroid – Medullary,Thyroid – Medullary,Thyroid – Medullary
Thyroid – Medullary,Thyroid – Medullary,Thyroid – Medullary
Thyroid – Medullary,Thyroid – Medullary,Thyroid – Medullary
Thyroid – Medullary,Thyroid – Medullary,髓質甲狀腺癌
Thyroid – Medullary,Thyroid – Medullary,medullary thyroid cancer
Parathyroid,Parathyroid,Parathyroid
Parathyroid,Parathyroid,Parathyroid
Parathyroid,Parathyroid,Parathyroid
Parathyroid,Parathyroid,副甲狀腺癌
