site,edition,classification,t,n,m,grade,location,stage,note
Melanoma of the Skin,AJCC8,any,T3a,N0,M0,Any,Any,IIB,source_page=358; extract_method=tnm_stage; extra_factors/raw_extra=T3b | N0 | M0 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Melanoma of the Skin -> tool_site=Melanoma of the Skin | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation.
Melanoma of the Skin,AJCC8,any,T1|T2|T3|T4a,N1b,M0,Any,Any,IB,source_page=352; extract_method=stage_carried | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Melanoma of the Skin -> tool_site=Melanoma of the Skin | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation.
Melanoma of the Skin,AJCC8,any,T4a,N0,M0,Any,Any,IB,source_page=352; extract_method=stage_carried; extra_factors/raw_extra=T4a | N0 | M0 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Melanoma of the Skin -> tool_site=Melanoma of the Skin | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation.
Melanoma of the Skin,AJCC8,any,T3a,N0,M0,Any,Any,IB,source_page=352; extract_method=stage_carried; extra_factors/raw_extra=T3a | N0 | M0 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Melanoma of the Skin -> tool_site=Melanoma of the Skin | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation.
Melanoma of the Skin,AJCC8,any,Any,Any,M1,Any,Any,IV,source_page=342; extract_method=stage_first; extra_factors/raw_extra=IV | Any T | Any N | M1 | C60.0 Prepuce; duplicate_source_page=358; duplicate_source_page=358 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Melanoma of the Skin -> tool_site=Melanoma of the Skin | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation.
Melanoma of the Skin,AJCC8,any,Any,N3,M0,Any,Any,IIIC,"source_page=342; extract_method=stage_carried; extra_factors/raw_extra=C51.9 Vulva, NOS; duplicate_source_page=358 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Melanoma of the Skin -> tool_site=Melanoma of the Skin | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation."
Melanoma of the Skin,AJCC8,any,T1|T2|T3|T4b,N2c,M0,Any,Any,IIIC,source_page=342; extract_method=stage_carried; extra_factors/raw_extra=of vulva; duplicate_source_page=358 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Melanoma of the Skin -> tool_site=Melanoma of the Skin | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation.
Melanoma of the Skin,AJCC8,any,T1|T2|T3|T4b,N2b,M0,Any,Any,IIIC,source_page=342; extract_method=stage_carried; extra_factors/raw_extra=C51.8 Overlapping lesion; duplicate_source_page=358 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Melanoma of the Skin -> tool_site=Melanoma of the Skin | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation.
Soft Tissue Sarcoma of the Abdomen and Thoracic Visceral Organs,AJCC8,yp,T1b,N0,M0,Any,Any,IIA,"source_page=307; extract_method=stage_carried; extra_factors/raw_extra=G2, G3 | C38.8 Overlapping lesion; duplicate_source_page=311 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Soft Tissue Sarcoma -> tool_site=Soft Tissue Sarcoma of the Abdomen and Thoracic Visceral Organs; AJCC7 has one broader Soft Tissue Sarcoma chapter; AJCC8 splits by anatomic site. | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation."
Melanoma of the Skin,AJCC8,any,T1|T2|T3|T4b,N1b,M0,Any,Any,IIIC,source_page=342; extract_method=stage_first; extra_factors/raw_extra=C51.2 Clitoris; duplicate_source_page=352; duplicate_source_page=358 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Melanoma of the Skin -> tool_site=Melanoma of the Skin | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation.
Melanoma of the Skin,AJCC8,any,T1|T2|T3|T4a,N2c,M0,Any,Any,IIIB,source_page=342; extract_method=stage_carried; extra_factors/raw_extra=C51.1 Labium minus | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Melanoma of the Skin -> tool_site=Melanoma of the Skin | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation.
Merkel Cell Carcinoma,AJCC8,yp,T4,N0,M0,Any,Any,IIC,source_page=335; extract_method=stage_first; extra_factors/raw_extra=375-81. | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Merkel Cell Carcinoma -> tool_site=Merkel Cell Carcinoma | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation.
Nasopharynx,AJCC8,yp,T4b,Any,M0,Any,Any,IVB,"source_page=58; extract_method=stage_first; extra_factors/raw_extra=ICD-O-3 HISTOLOGY; duplicate_source_page=62; duplicate_source_page=69 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Pharynx (Including base of tongue, soft palate, and uvula) -> tool_site=Nasopharynx; AJCC7 uses a broader Pharynx chapter; AJCC8 splits pharyngeal sites/HPV-mediated disease. | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation."
Merkel Cell Carcinoma,AJCC8,yp,Any,N1a,M0,Any,Any,IIIA,source_page=335; extract_method=stage_first; extra_factors/raw_extra=Merkel cell carcinoma in organ-transplant recipients: report | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Merkel Cell Carcinoma -> tool_site=Merkel Cell Carcinoma | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation.
Merkel Cell Carcinoma,AJCC8,yp,Any,Any,M1,Any,Any,IV,"source_page=335; extract_method=stage_first; extra_factors/raw_extra=6. Penn I, First MR. Merkel’s cell carcinoma in organ recipients: | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Merkel Cell Carcinoma -> tool_site=Merkel Cell Carcinoma | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation."
Nasopharynx,AJCC8,yp,T3,N2,M0,Any,Any,IVA,"source_page=58; extract_method=stage_carried; extra_factors/raw_extra=of hypopharynx; duplicate_source_page=62; duplicate_source_page=69 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Pharynx (Including base of tongue, soft palate, and uvula) -> tool_site=Nasopharynx; AJCC7 uses a broader Pharynx chapter; AJCC8 splits pharyngeal sites/HPV-mediated disease. | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation."
Nasopharynx,AJCC8,yp,T2,N2,M0,Any,Any,IVA,"source_page=58; extract_method=stage_carried; extra_factors/raw_extra=C13.8 | Overlapping lesion; duplicate_source_page=62; duplicate_source_page=69 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Pharynx (Including base of tongue, soft palate, and uvula) -> tool_site=Nasopharynx; AJCC7 uses a broader Pharynx chapter; AJCC8 splits pharyngeal sites/HPV-mediated disease. | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation."
Nasopharynx,AJCC8,yp,T1,N2,M0,Any,Any,IVA,"source_page=58; extract_method=stage_carried; extra_factors/raw_extra=hypopharynx; duplicate_source_page=62; duplicate_source_page=69 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Pharynx (Including base of tongue, soft palate, and uvula) -> tool_site=Nasopharynx; AJCC7 uses a broader Pharynx chapter; AJCC8 splits pharyngeal sites/HPV-mediated disease. | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation."
Nasopharynx,AJCC8,yp,T4a,N1,M0,Any,Any,IVA,"source_page=58; extract_method=stage_carried; extra_factors/raw_extra=C13.2 | Posterior wall of; duplicate_source_page=62; duplicate_source_page=69 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Pharynx (Including base of tongue, soft palate, and uvula) -> tool_site=Nasopharynx; AJCC7 uses a broader Pharynx chapter; AJCC8 splits pharyngeal sites/HPV-mediated disease. | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation."
Nasopharynx,AJCC8,yp,T4a,N0,M0,Any,Any,IVA,"source_page=58; extract_method=stage_first; extra_factors/raw_extra=glottic fold; duplicate_source_page=62; duplicate_source_page=69 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Pharynx (Including base of tongue, soft palate, and uvula) -> tool_site=Nasopharynx; AJCC7 uses a broader Pharynx chapter; AJCC8 splits pharyngeal sites/HPV-mediated disease. | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation."
Nasopharynx,AJCC8,yp,T2,N1,M0,Any,Any,III,"source_page=58; extract_method=stage_carried; extra_factors/raw_extra=C13.1 | Hypopharyngeal; duplicate_source_page=62; duplicate_source_page=69 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Pharynx (Including base of tongue, soft palate, and uvula) -> tool_site=Nasopharynx; AJCC7 uses a broader Pharynx chapter; AJCC8 splits pharyngeal sites/HPV-mediated disease. | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation."
Nasopharynx,AJCC8,yp,T1,N1,M0,Any,Any,III,"source_page=58; extract_method=stage_carried; extra_factors/raw_extra=C13.0 | Postcricoid region; duplicate_source_page=62; duplicate_source_page=69 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Pharynx (Including base of tongue, soft palate, and uvula) -> tool_site=Nasopharynx; AJCC7 uses a broader Pharynx chapter; AJCC8 splits pharyngeal sites/HPV-mediated disease. | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation."
Nasopharynx,AJCC8,yp,Any,Any,M1,Any,Any,IVC,"source_page=57; extract_method=stage_first; extra_factors/raw_extra=C11.0 Superior wall of; duplicate_source_page=58; duplicate_source_page=62; duplicate_source_page=69 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Pharynx (Including base of tongue, soft palate, and uvula) -> tool_site=Nasopharynx; AJCC7 uses a broader Pharynx chapter; AJCC8 splits pharyngeal sites/HPV-mediated disease. | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation."
Nasopharynx,AJCC8,yp,Any,N3,M0,Any,Any,IVB,"source_page=57; extract_method=stage_first; extra_factors/raw_extra=C10.9 Oropharynx, NOS; duplicate_source_page=58; duplicate_source_page=62; duplicate_source_page=69 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Pharynx (Including base of tongue, soft palate, and uvula) -> tool_site=Nasopharynx; AJCC7 uses a broader Pharynx chapter; AJCC8 splits pharyngeal sites/HPV-mediated disease. | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation."
Nasopharynx,AJCC8,yp,T4,N2,M0,Any,Any,IVA,"source_page=57; extract_method=stage_carried; extra_factors/raw_extra=C10.8 Overlapping lesion | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Pharynx (Including base of tongue, soft palate, and uvula) -> tool_site=Nasopharynx; AJCC7 uses a broader Pharynx chapter; AJCC8 splits pharyngeal sites/HPV-mediated disease. | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation."
Nasopharynx,AJCC8,yp,T4,N1,M0,Any,Any,IVA,"source_page=57; extract_method=stage_carried; extra_factors/raw_extra=C10.4 Branchial cleft | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Pharynx (Including base of tongue, soft palate, and uvula) -> tool_site=Nasopharynx; AJCC7 uses a broader Pharynx chapter; AJCC8 splits pharyngeal sites/HPV-mediated disease. | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation."
Nasopharynx,AJCC8,yp,T4,N0,M0,Any,Any,IVA,"source_page=57; extract_method=stage_first; extra_factors/raw_extra=wall | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Pharynx (Including base of tongue, soft palate, and uvula) -> tool_site=Nasopharynx; AJCC7 uses a broader Pharynx chapter; AJCC8 splits pharyngeal sites/HPV-mediated disease. | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation."
Nasopharynx,AJCC8,yp,T3,N2,M0,Any,Any,III,"source_page=57; extract_method=stage_carried; extra_factors/raw_extra=C10.3 Posterior pharyngeal | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Pharynx (Including base of tongue, soft palate, and uvula) -> tool_site=Nasopharynx; AJCC7 uses a broader Pharynx chapter; AJCC8 splits pharyngeal sites/HPV-mediated disease. | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation."
Nasopharynx,AJCC8,yp,T3,N1,M0,Any,Any,III,"source_page=57; extract_method=stage_carried; extra_factors/raw_extra=oropharynx; duplicate_source_page=58; duplicate_source_page=62; duplicate_source_page=69 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Pharynx (Including base of tongue, soft palate, and uvula) -> tool_site=Nasopharynx; AJCC7 uses a broader Pharynx chapter; AJCC8 splits pharyngeal sites/HPV-mediated disease. | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation."
Nasopharynx,AJCC8,yp,T3,N0,M0,Any,Any,III,"source_page=57; extract_method=stage_carried; extra_factors/raw_extra=C10.2 Lateral wall of; duplicate_source_page=58; duplicate_source_page=62; duplicate_source_page=69 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Pharynx (Including base of tongue, soft palate, and uvula) -> tool_site=Nasopharynx; AJCC7 uses a broader Pharynx chapter; AJCC8 splits pharyngeal sites/HPV-mediated disease. | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation."
Nasopharynx,AJCC8,yp,T2,N2,M0,Any,Any,III,"source_page=57; extract_method=stage_carried; extra_factors/raw_extra=C10.0 Vallecula | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Pharynx (Including base of tongue, soft palate, and uvula) -> tool_site=Nasopharynx; AJCC7 uses a broader Pharynx chapter; AJCC8 splits pharyngeal sites/HPV-mediated disease. | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation."
Nasopharynx,AJCC8,yp,T1,N2,M0,Any,Any,III,"source_page=57; extract_method=stage_first; extra_factors/raw_extra=C09.9 Tonsil, NOS | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Pharynx (Including base of tongue, soft palate, and uvula) -> tool_site=Nasopharynx; AJCC7 uses a broader Pharynx chapter; AJCC8 splits pharyngeal sites/HPV-mediated disease. | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation."
Nasopharynx,AJCC8,yp,T2,N1,M0,Any,Any,II,"source_page=57; extract_method=stage_carried; extra_factors/raw_extra=C09.8 Overlapping lesion | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Pharynx (Including base of tongue, soft palate, and uvula) -> tool_site=Nasopharynx; AJCC7 uses a broader Pharynx chapter; AJCC8 splits pharyngeal sites/HPV-mediated disease. | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation."
Nasopharynx,AJCC8,yp,T2,N0,M0,Any,Any,II,"source_page=57; extract_method=stage_carried; extra_factors/raw_extra=C09.1 Tonsillar pillar; duplicate_source_page=58; duplicate_source_page=62; duplicate_source_page=69 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Pharynx (Including base of tongue, soft palate, and uvula) -> tool_site=Nasopharynx; AJCC7 uses a broader Pharynx chapter; AJCC8 splits pharyngeal sites/HPV-mediated disease. | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation."
Nasopharynx,AJCC8,yp,T1,N1,M0,Any,Any,II,"source_page=57; extract_method=stage_first; extra_factors/raw_extra=C09.0 Tonsillar fossa | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Pharynx (Including base of tongue, soft palate, and uvula) -> tool_site=Nasopharynx; AJCC7 uses a broader Pharynx chapter; AJCC8 splits pharyngeal sites/HPV-mediated disease. | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation."
Nasopharynx,AJCC8,yp,T1,N0,M0,Any,Any,I,"source_page=57; extract_method=stage_first; extra_factors/raw_extra=C05.2 Uvula; duplicate_source_page=58; duplicate_source_page=62; duplicate_source_page=69 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Pharynx (Including base of tongue, soft palate, and uvula) -> tool_site=Nasopharynx; AJCC7 uses a broader Pharynx chapter; AJCC8 splits pharyngeal sites/HPV-mediated disease. | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation."
Nasopharynx,AJCC8,yp,Tis,N0,M0,Any,Any,0,"source_page=57; extract_method=stage_first; extra_factors/raw_extra=C02.4 Lingual tonsil; duplicate_source_page=58; duplicate_source_page=62; duplicate_source_page=69 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Pharynx (Including base of tongue, soft palate, and uvula) -> tool_site=Nasopharynx; AJCC7 uses a broader Pharynx chapter; AJCC8 splits pharyngeal sites/HPV-mediated disease. | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation."
Mucosal Melanoma of the Head and Neck,AJCC8,any,Any,Any,M1,Any,Any,IVC,source_page=113; extract_method=stage_first; extra_factors/raw_extra=(see Chapters 3-6); duplicate_source_page=114; duplicate_source_page=115 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Mucosal Melanoma of the Head and Neck -> tool_site=Mucosal Melanoma of the Head and Neck | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation.
Mucosal Melanoma of the Head and Neck,AJCC8,any,T4b,Any,M0,Any,Any,IVB,source_page=113; extract_method=stage_first; extra_factors/raw_extra=mucosal melanoma; duplicate_source_page=114; duplicate_source_page=115 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Mucosal Melanoma of the Head and Neck -> tool_site=Mucosal Melanoma of the Head and Neck | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation.
Mucosal Melanoma of the Head and Neck,AJCC8,any,T3-T4a,N1,M0,Any,Any,IVA,source_page=113; extract_method=stage_carried; extra_factors/raw_extra=priate anatomic site chapter; duplicate_source_page=114; duplicate_source_page=115 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Mucosal Melanoma of the Head and Neck -> tool_site=Mucosal Melanoma of the Head and Neck | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation.
Mucosal Melanoma of the Head and Neck,AJCC8,any,T4a,N0,M0,Any,Any,IVA,"source_page=113; extract_method=stage_first; extra_factors/raw_extra=of codes, refer to the appro-; duplicate_source_page=114; duplicate_source_page=115 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Mucosal Melanoma of the Head and Neck -> tool_site=Mucosal Melanoma of the Head and Neck | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation."
Mucosal Melanoma of the Head and Neck,AJCC8,any,T3,N0,M0,Any,Any,III,source_page=113; extract_method=stage_first; extra_factors/raw_extra=For a complete description; duplicate_source_page=114; duplicate_source_page=115 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Mucosal Melanoma of the Head and Neck -> tool_site=Mucosal Melanoma of the Head and Neck | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation.
Merkel Cell Carcinoma,AJCC8,yp,Any,N1|N1b|N2,M0,Any,Any,IIIB,source_page=335; extract_method=stage_first | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Merkel Cell Carcinoma -> tool_site=Merkel Cell Carcinoma | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation.
Soft Tissue Sarcoma of the Abdomen and Thoracic Visceral Organs,AJCC8,yp,T2a,N0,M0,Any,Any,IIB,"source_page=307; extract_method=stage_first; extra_factors/raw_extra=G2 | of heart, mediasti-; duplicate_source_page=311 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Soft Tissue Sarcoma -> tool_site=Soft Tissue Sarcoma of the Abdomen and Thoracic Visceral Organs; AJCC7 has one broader Soft Tissue Sarcoma chapter; AJCC8 splits by anatomic site. | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation."
