site,edition,classification,category_type,category,short_definition,detail_note,verification_status,source_pdf_page,source_section,definition_origin
Eyelid Carcinoma,AJCC8,any,T,T2a,Primary tumor category imported from staging table; site-specific definition requires manual review.,Generic fallback generated because the category was used in imported staging rules but no disease-site definition was extracted. Cancer committee review required.,generic_fallback_v1_5_review_required,,,generated_rule_category_fallback_v1_5
Eyelid Carcinoma,AJCC8,any,T,T3,Tumor >20 mm but ≤30 mm in greatest dimension,Extracted from uploaded AJCC8 update/correction PDF using printed-page chapter mapping.,auto_extracted_v1_5_review,207,T Category,manual_extraction_v1_5
Eyelid Carcinoma,AJCC8,any,T,T3a,Tumor does not invade the tarsal plate or eyelid margin,Extracted from uploaded AJCC8 update/correction PDF using printed-page chapter mapping.,auto_extracted_v1_5_review,207,T Category,manual_extraction_v1_5
Eyelid Carcinoma,AJCC8,any,T,T3b,Tumor invades the tarsal plate or eyelid margin,Extracted from uploaded AJCC8 update/correction PDF using printed-page chapter mapping.,auto_extracted_v1_5_review,207,T Category,manual_extraction_v1_5
Eyelid Carcinoma,AJCC8,any,T,T3c,Tumor involves full thickness of the eyelid,Extracted from uploaded AJCC8 update/correction PDF using printed-page chapter mapping.,auto_extracted_v1_5_review,207,T Category,manual_extraction_v1_5
Eyelid Carcinoma,AJCC8,any,T,T4,"Any eyelid tumor that invades adjacent ocular, orbital, or facial structures",Extracted from uploaded AJCC8 update/correction PDF using printed-page chapter mapping.,auto_extracted_v1_5_review,207,T Category,manual_extraction_v1_5
Eyelid Carcinoma,AJCC8,any,T,T4a,Tumor invades ocular or intraorbital structures,Extracted from uploaded AJCC8 update/correction PDF using printed-page chapter mapping.,auto_extracted_v1_5_review,207,T Category,manual_extraction_v1_5
Eyelid Carcinoma,AJCC8,any,T,T4b,Tumor invades (or erodes through) the bony walls of the orbit or extends to the paranasal sinuses or invades the lacrimal sac/ nasolacrimal duct or brain,Extracted from uploaded AJCC8 update/correction PDF using printed-page chapter mapping.,auto_extracted_v1_5_review,207,T Category,manual_extraction_v1_5
Eyelid Carcinoma,AJCC8,any,T,Tis,Carcinoma in situ or in-situ subtype; site-specific subcategory wording requires manual review.,Generic fallback generated because the category was used in imported staging rules but no disease-site definition was extracted. Cancer committee review required.,generic_fallback_v1_5_review_required,,,generated_rule_category_fallback_v1_5
Eyelid Carcinoma,AJCC8,any,N,N0,No evidence of lymph node involvement,Extracted from uploaded AJCC8 update/correction PDF using printed-page chapter mapping.,auto_extracted_v1_5_review,207,N Category,manual_extraction_v1_5
Eyelid Carcinoma,AJCC8,any,N,N1,"Metastasis in a single ipsilateral regional lymph node, ≤3 cm in greatest dimension",Extracted from uploaded AJCC8 update/correction PDF using printed-page chapter mapping.,auto_extracted_v1_5_review,207,N Category,manual_extraction_v1_5
Eyelid Carcinoma,AJCC8,any,N,N1a,Metastasis in a single ipsilateral lymph node based on clinical evaluation or imaging findings,Extracted from uploaded AJCC8 update/correction PDF using printed-page chapter mapping.,auto_extracted_v1_5_review,207,N Category,manual_extraction_v1_5
Eyelid Carcinoma,AJCC8,any,N,N1b,Metastasis in a single ipsilateral lymph node based on lymph node biopsy,Extracted from uploaded AJCC8 update/correction PDF using printed-page chapter mapping.,auto_extracted_v1_5_review,207,N Category,manual_extraction_v1_5
Eyelid Carcinoma,AJCC8,any,N,N2,"Metastasis in a single ipsilateral lymph node, >3 cm in greatest dimension, or in bilateral or contralateral lymph nodes",Extracted from uploaded AJCC8 update/correction PDF using printed-page chapter mapping.,auto_extracted_v1_5_review,207,N Category,manual_extraction_v1_5
Eyelid Carcinoma,AJCC8,any,N,N2a,Metastasis documented based on clinical evaluation or imaging findings,Extracted from uploaded AJCC8 update/correction PDF using printed-page chapter mapping.,auto_extracted_v1_5_review,207,N Category,manual_extraction_v1_5
Eyelid Carcinoma,AJCC8,any,N,N2b,Metastasis documented based on microscopic findings on lymph node biopsy,Extracted from uploaded AJCC8 update/correction PDF using printed-page chapter mapping.,auto_extracted_v1_5_review,207,N Category,manual_extraction_v1_5
Eyelid Carcinoma,AJCC8,any,N,NX,Regional lymph nodes cannot be assessed,Extracted from uploaded AJCC8 update/correction PDF using printed-page chapter mapping.,auto_extracted_v1_5_review,207,N Category,manual_extraction_v1_5
Eyelid Carcinoma,AJCC8,any,M,M0,No distant metastasis,Extracted from uploaded AJCC8 update/correction PDF using printed-page chapter mapping.,auto_extracted_v1_5_review,207,M Category,manual_extraction_v1_5
Eyelid Carcinoma,AJCC8,any,M,M1,Distant metastasis,Extracted from uploaded AJCC8 update/correction PDF using printed-page chapter mapping.,auto_extracted_v1_5_review,207,M Category,manual_extraction_v1_5
Fallopian Tube,AJCC7,any,T,T0,No evidence of primary tumor,,auto_extracted_v1_5_review,446,Primary Tumor (T),manual_extraction_v1_5
Fallopian Tube,AJCC7,any,T,T1,I Tumor limited to the fallopian tube(s),,auto_extracted_v1_5_review,446,Primary Tumor (T),manual_extraction_v1_5
Fallopian Tube,AJCC7,any,T,T1a,"IA Tumor limited to one tube, with- out penetrating the serosal surface; no ascites",,auto_extracted_v1_5_review,446,Primary Tumor (T),manual_extraction_v1_5
Fallopian Tube,AJCC7,any,T,T1b,"IB Tumor limited to both tubes, with- out penetrating the serosal surface; no ascites",,auto_extracted_v1_5_review,446,Primary Tumor (T),manual_extraction_v1_5
Fallopian Tube,AJCC7,any,T,T1c,"IC Tumor limited to one or both tubes with extension onto or through the tubal serosa, or with malignant cells in ascites or peri- toneal washings",,auto_extracted_v1_5_review,446,Primary Tumor (T),manual_extraction_v1_5
Fallopian Tube,AJCC7,any,T,T2,II Tumor involves one or both fallo- pian tubes with pelvic extension,,auto_extracted_v1_5_review,446,Primary Tumor (T),manual_extraction_v1_5
Fallopian Tube,AJCC7,any,T,T2a,IIA Extension and/or metastasis to the uterus and/or ovaries,,auto_extracted_v1_5_review,446,Primary Tumor (T),manual_extraction_v1_5
Fallopian Tube,AJCC7,any,T,T2b,IIB Extension to other pelvic structures,,auto_extracted_v1_5_review,446,Primary Tumor (T),manual_extraction_v1_5
Fallopian Tube,AJCC7,any,T,T2c,IIC Pelvic extension with malignant cells in ascites or peritoneal wash- ings,,auto_extracted_v1_5_review,446,Primary Tumor (T),manual_extraction_v1_5
Fallopian Tube,AJCC7,any,T,T3,"III Tumor involves one or both fallo- pian tubes, with peritoneal implants outside the pelvis",,auto_extracted_v1_5_review,446,Primary Tumor (T),manual_extraction_v1_5
Fallopian Tube,AJCC7,any,T,T3a,IIIA Microscopic peritoneal metastasis outside the pelvis,,auto_extracted_v1_5_review,446,Primary Tumor (T),manual_extraction_v1_5
Fallopian Tube,AJCC7,any,T,T3b,IIIB Macroscopic peritoneal metastasis outside the pelvis 2 cm or less in greatest dimension,,auto_extracted_v1_5_review,446,Primary Tumor (T),manual_extraction_v1_5
Fallopian Tube,AJCC7,any,T,T3c,IIIC Peritoneal metastasis outside the pelvis and more than 2 cm in diameter * Note : FIGO no longer includes Stage 0 (Tis). Note : Liver capsule metastasis is T3/Stage III; liver parenchy- mal metastasis is M1/Stage IV. Pleural effusion must have positive cytology for M1/Stage IV.,,auto_extracted_v1_5_review,446,Primary Tumor (T),manual_extraction_v1_5
Fallopian Tube,AJCC7,any,T,TX,Primary tumor cannot be assessed,,auto_extracted_v1_5_review,446,Primary Tumor (T),manual_extraction_v1_5
Fallopian Tube,AJCC7,any,T,Tis,* Carcinoma in situ (limited to tubal mucosa),,auto_extracted_v1_5_review,446,Primary Tumor (T),manual_extraction_v1_5
Fallopian Tube,AJCC7,any,N,N0,No regional lymph node metastasis,,auto_extracted_v1_5_review,446,Regional Lymph Nodes (N),manual_extraction_v1_5
Fallopian Tube,AJCC7,any,N,N1,IIIC Regional lymph node metastasis /381449t Fallopian Tube,,auto_extracted_v1_5_review,446,Regional Lymph Nodes (N),manual_extraction_v1_5
Fallopian Tube,AJCC7,any,N,NX,Regional lymph nodes cannot be assessed,,auto_extracted_v1_5_review,446,Regional Lymph Nodes (N),manual_extraction_v1_5
Fallopian Tube,AJCC7,any,M,M0,No distant metastasis,,auto_extracted_v1_5_review,447,Distant Metastasis (M),manual_extraction_v1_5
Fallopian Tube,AJCC7,any,M,M1,"*FIGO no longer includes Stage 0 (Tis) Stage unknown Stage unknown PROGNOSTIC FACTORS (SITE-SPECIFIC FACTORS) REQUIRED FOR STAGING: None CLINICALLY SIGNIFICANT: FIGO Stage: ______________ Tumor location : ______________ (fimbria, isthmus, unknown) Pelvic and paraaortic nodal status: Pelvic ______________ Paraaortic ______________ (report as number of nodes removed/number of nodes involved with tumor)",,auto_extracted_v1_5_review,450,DISTANT METASTASIS (M),manual_extraction_v1_5
GIST,AJCC7,any,T,T0,No evidence of primary tumor（無原發腫瘤證據）,,checked_v0_7,,,existing_v1_3
GIST,AJCC7,any,T,T1,Tumor ≤2 cm（腫瘤 ≤2 cm）,,checked_v0_7,,,existing_v1_3
GIST,AJCC7,any,T,T2,Tumor >2 cm but ≤5 cm（>2 至 ≤5 cm）,,checked_v0_7,,,existing_v1_3
GIST,AJCC7,any,T,T3,Tumor >5 cm but ≤10 cm（>5 至 ≤10 cm）,,checked_v0_7,,,existing_v1_3
GIST,AJCC7,any,T,T4,Tumor >10 cm（>10 cm）,,checked_v0_7,,,existing_v1_3
GIST,AJCC7,any,T,TX,Primary tumor cannot be assessed（原發腫瘤無法評估）,,checked_v0_7,,,existing_v1_3
GIST,AJCC7,any,T,Tis,"Carcinoma in situ / high-grade dysplasia, according to site-specific wording（原位癌／高度異生，依癌種定義）",,checked_v0_7,,,existing_v1_3
GIST,AJCC7,any,N,N0,No regional lymph node metastasis（無區域淋巴結轉移）,,checked_v0_7,,,existing_v1_3
GIST,AJCC7,any,N,N1,Regional lymph node metastasis（區域淋巴結轉移；GIST 少見，仍需依正式表格與 mitotic rate/site 判讀）,,checked_v0_7,,,existing_v1_3
GIST,AJCC7,any,N,NX,Regional lymph nodes cannot be assessed（區域淋巴結無法評估）,,checked_v0_7,,,existing_v1_3
GIST,AJCC7,any,M,M0,No distant metastasis（無遠端轉移）,,checked_v0_7,,,existing_v1_3
GIST,AJCC7,any,M,M1,Distant metastasis（有遠端轉移）,,checked_v0_7,,,existing_v1_3
GIST,AJCC8,any,T,T0,No evidence of primary tumor（無原發腫瘤證據）,,checked_v0_7,,,existing_v1_3
GIST,AJCC8,any,T,T1,Tumor ≤2 cm（腫瘤 ≤2 cm）,,checked_v0_7,,,existing_v1_3
GIST,AJCC8,any,T,T2,Tumor >2 cm but ≤5 cm（>2 至 ≤5 cm）,,checked_v0_7,,,existing_v1_3
GIST,AJCC8,any,T,T3,Tumor >5 cm but ≤10 cm（>5 至 ≤10 cm）,,checked_v0_7,,,existing_v1_3
GIST,AJCC8,any,T,T4,Tumor >10 cm（>10 cm）,,checked_v0_7,,,existing_v1_3
GIST,AJCC8,any,T,TX,Primary tumor cannot be assessed（原發腫瘤無法評估）,,checked_v0_7,,,existing_v1_3
GIST,AJCC8,any,T,Tis,"Carcinoma in situ / high-grade dysplasia, according to site-specific wording（原位癌／高度異生，依癌種定義）",,checked_v0_7,,,existing_v1_3
GIST,AJCC8,any,N,N0,No regional lymph node metastasis（無區域淋巴結轉移）,,checked_v0_7,,,existing_v1_3
GIST,AJCC8,any,N,N1,Regional lymph node metastasis（區域淋巴結轉移；GIST 少見，仍需依正式表格與 mitotic rate/site 判讀）,,checked_v0_7,,,existing_v1_3
GIST,AJCC8,any,N,NX,Regional lymph nodes cannot be assessed（區域淋巴結無法評估）,,checked_v0_7,,,existing_v1_3
GIST,AJCC8,any,M,M0,No distant metastasis（無遠端轉移）,,checked_v0_7,,,existing_v1_3
GIST,AJCC8,any,M,M1,Distant metastasis（有遠端轉移）,,checked_v0_7,,,existing_v1_3
Gallbladder,AJCC7,any,T,T0,No evidence of primary tumor（無原發腫瘤證據）,,checked_v0_7,,,existing_v1_3
Gallbladder,AJCC7,any,T,T1,Tumor invades lamina propria or muscle layer（侵犯固有層或肌層）,,checked_v0_7,,,existing_v1_3
Gallbladder,AJCC7,any,T,T1a,Tumor invades lamina propria（侵犯固有層）,,checked_v0_7,,,existing_v1_3
Gallbladder,AJCC7,any,T,T1b,Tumor invades muscle layer（侵犯肌層）,,checked_v0_7,,,existing_v1_3
Gallbladder,AJCC7,any,T,T2,Tumor invades perimuscular connective tissue without extension beyond serosa or into liver（侵犯肌周結締組織，未穿過漿膜且未侵犯肝）,,checked_v0_7,,,existing_v1_3
Gallbladder,AJCC7,any,T,T3,Tumor perforates serosa and/or directly invades liver and/or one adjacent organ/structure（穿破漿膜及/或直接侵犯肝或一個鄰近器官/構造）,,checked_v0_7,,,existing_v1_3
Gallbladder,AJCC7,any,T,T4,Tumor invades main portal vein/hepatic artery or invades two or more extrahepatic organs/structures（侵犯主門靜脈/肝動脈或兩個以上肝外器官/構造）,,checked_v0_7,,,existing_v1_3
Gallbladder,AJCC7,any,T,TX,Primary tumor cannot be assessed（原發腫瘤無法評估）,,checked_v0_7,,,existing_v1_3
Gallbladder,AJCC7,any,T,Tis,Carcinoma in situ（原位癌）,,checked_v0_7,,,existing_v1_3
Gallbladder,AJCC7,any,N,N0,No regional lymph node metastasis（無區域淋巴結轉移）,,checked_v0_7,,,existing_v1_3
Gallbladder,AJCC7,any,N,N1,"Regional nodes along cystic duct, common bile duct, hepatic artery, and/or portal vein（膽囊管、總膽管、肝動脈及/或門靜脈旁區域淋巴結）",,checked_v0_7,,,existing_v1_3
Gallbladder,AJCC7,any,N,N2,"Periaortic, pericaval, SMA, and/or celiac lymph node metastasis（主動脈旁、腔靜脈旁、SMA及/或腹腔淋巴結轉移）",,checked_v0_7,,,existing_v1_3
Gallbladder,AJCC7,any,N,NX,Regional lymph nodes cannot be assessed（區域淋巴結無法評估）,,checked_v0_7,,,existing_v1_3
Gallbladder,AJCC7,any,M,M0,No distant metastasis（無遠端轉移）,,checked_v0_7,,,existing_v1_3
Gallbladder,AJCC7,any,M,M1,Distant metastasis（有遠端轉移）,,checked_v0_7,,,existing_v1_3
Gallbladder,AJCC8,any,T,T0,No evidence of primary tumor（無原發腫瘤證據）,,checked_v0_7,,,existing_v1_3
Gallbladder,AJCC8,any,T,T1,Tumor invades lamina propria or muscle layer（侵犯固有層或肌層；依 T1a/T1b 細分）,,checked_v0_7,,,existing_v1_3
Gallbladder,AJCC8,any,T,T1a,Tumor invades lamina propria（侵犯固有層）,,checked_v0_7,,,existing_v1_3
Gallbladder,AJCC8,any,T,T1b,Tumor invades muscle layer（侵犯肌層）,,checked_v0_7,,,existing_v1_3
Gallbladder,AJCC8,any,T,T2,Tumor invades perimuscular connective tissue without extension beyond serosa or into liver（侵犯肌周結締組織，未穿過漿膜且未侵犯肝；依 T2a/T2b 細分）,,checked_v0_7,,,existing_v1_3
Gallbladder,AJCC8,any,T,T2a,"Tumor invades perimuscular connective tissue on peritoneal side, without serosal involvement（腹膜側肌周結締組織侵犯，未侵犯漿膜）",,checked_v0_7,,,existing_v1_3
Gallbladder,AJCC8,any,T,T2b,"Tumor invades perimuscular connective tissue on hepatic side, without liver involvement（肝側肌周結締組織侵犯，未侵犯肝）",,checked_v0_7,,,existing_v1_3
Gallbladder,AJCC8,any,T,T3,Tumor perforates serosa and/or directly invades liver and/or one adjacent organ/structure（穿破漿膜及/或直接侵犯肝或一個鄰近器官/構造）,,checked_v0_7,,,existing_v1_3
Gallbladder,AJCC8,any,T,T4,Tumor invades main portal vein/hepatic artery or invades two or more extrahepatic organs/structures（侵犯主門靜脈/肝動脈或兩個以上肝外器官/構造）,,checked_v0_7,,,existing_v1_3
Gallbladder,AJCC8,any,T,TX,Primary tumor cannot be assessed（原發腫瘤無法評估）,,checked_v0_7,,,existing_v1_3
Gallbladder,AJCC8,any,T,Tis,Carcinoma in situ（原位癌）,,checked_v0_7,,,existing_v1_3
Gallbladder,AJCC8,any,N,N0,No regional lymph node metastasis（無區域淋巴結轉移）,,checked_v0_7,,,existing_v1_3
Gallbladder,AJCC8,any,N,N1,Metastasis in 1–3 regional lymph nodes（1–3 顆區域淋巴結轉移）,,checked_v0_7,,,existing_v1_3
Gallbladder,AJCC8,any,N,N2,Metastasis in 4 or more regional lymph nodes（≥4 顆區域淋巴結轉移）,,checked_v0_7,,,existing_v1_3
Gallbladder,AJCC8,any,N,NX,Regional lymph nodes cannot be assessed（區域淋巴結無法評估）,,checked_v0_7,,,existing_v1_3
Gallbladder,AJCC8,any,M,M0,No distant metastasis（無遠端轉移）,,checked_v0_7,,,existing_v1_3
Gallbladder,AJCC8,any,M,M1,Distant metastasis（有遠端轉移）,,checked_v0_7,,,existing_v1_3
Gastrointestinal Stromal Tumor,AJCC7,any,T,T0,No evidence for primary tumor,,auto_extracted_v1_5_review,193,Primary Tumor (T),manual_extraction_v1_5
Gastrointestinal Stromal Tumor,AJCC7,any,T,T1,Tumor 2 cm or less,,auto_extracted_v1_5_review,193,Primary Tumor (T),manual_extraction_v1_5
Gastrointestinal Stromal Tumor,AJCC7,any,T,T2,Tumor more than 2 cm but not more than 5 cm,,auto_extracted_v1_5_review,193,Primary Tumor (T),manual_extraction_v1_5
Gastrointestinal Stromal Tumor,AJCC7,any,T,T3,Tumor more than 5 cm but not more than 10 cm,,auto_extracted_v1_5_review,193,Primary Tumor (T),manual_extraction_v1_5
Gastrointestinal Stromal Tumor,AJCC7,any,T,T4,Tumor more than 10 cm in greatest dimension,,auto_extracted_v1_5_review,193,Primary Tumor (T),manual_extraction_v1_5
Gastrointestinal Stromal Tumor,AJCC7,any,T,TX,Primary tumor cannot be assessed,,auto_extracted_v1_5_review,193,Primary Tumor (T),manual_extraction_v1_5
Gastrointestinal Stromal Tumor,AJCC7,any,N,N0,No regional lymph node metastasis*,,auto_extracted_v1_5_review,193,Regional Lymph Nodes (N),manual_extraction_v1_5
Gastrointestinal Stromal Tumor,AJCC7,any,N,N1,"Regional lymph node metastasis *If regional node status is unknown, use N0, not NX",,auto_extracted_v1_5_review,193,Regional Lymph Nodes (N),manual_extraction_v1_5
Gastrointestinal Stromal Tumor,AJCC7,any,M,M0,No distant metastasis,,auto_extracted_v1_5_review,193,Distant Metastasis (M),manual_extraction_v1_5
Gastrointestinal Stromal Tumor,AJCC7,any,M,M1,"Any rate Stage unknown G ASTROINTESTINAL S TROMAL T UMOR S TAGING F ORM TUMOR SIZE: HOSPITAL NAME/ADDRESS PATIENT NAME/INFORMATION (continued on next page) /381449t PROGNOSTIC FACTORS (SITE-SPECIFIC FACTORS) - FOR GIST AT ALL SITES REQUIRED FOR STAGING: Mitotic rate CLINICALLY SIGNIFICANT: KIT Immunohistochemistry: _______________________________________________ _______________________________________________ Mutational status of KIT, PDGFRA: _________________________________________",,auto_extracted_v1_5_review,195,DISTANT METASTASIS (M),manual_extraction_v1_5
Gastrointestinal Stromal Tumor,AJCC8,any,T,T0,No evidence of primary tumor,Extracted from uploaded AJCC8 update/correction PDF using printed-page chapter mapping.,auto_extracted_v1_5_review,109,T Category,manual_extraction_v1_5
Gastrointestinal Stromal Tumor,AJCC8,any,T,T1,Tumor 2 cm or less,Extracted from uploaded AJCC8 update/correction PDF using printed-page chapter mapping.,auto_extracted_v1_5_review,109,T Category,manual_extraction_v1_5
Gastrointestinal Stromal Tumor,AJCC8,any,T,T2,Tumor more than 2 cm but not more than 5 cm,Extracted from uploaded AJCC8 update/correction PDF using printed-page chapter mapping.,auto_extracted_v1_5_review,109,T Category,manual_extraction_v1_5
Gastrointestinal Stromal Tumor,AJCC8,any,T,T3,Tumor more than 5 cm but not more than 10 cm,Extracted from uploaded AJCC8 update/correction PDF using printed-page chapter mapping.,auto_extracted_v1_5_review,109,T Category,manual_extraction_v1_5
Gastrointestinal Stromal Tumor,AJCC8,any,T,T4,Tumor more than 10 cm in greatest dimension,Extracted from uploaded AJCC8 update/correction PDF using printed-page chapter mapping.,auto_extracted_v1_5_review,109,T Category,manual_extraction_v1_5
Gastrointestinal Stromal Tumor,AJCC8,any,T,TX,Primary tumor cannot be assessed,Extracted from uploaded AJCC8 update/correction PDF using printed-page chapter mapping.,auto_extracted_v1_5_review,109,T Category,manual_extraction_v1_5
Gastrointestinal Stromal Tumor,AJCC8,any,N,N0,No regional lymph node metastasis or unknown lymph node status,Extracted from uploaded AJCC8 update/correction PDF using printed-page chapter mapping.,auto_extracted_v1_5_review,109,N Category,manual_extraction_v1_5
Gastrointestinal Stromal Tumor,AJCC8,any,N,N1,Regional lymph node metastasis,Extracted from uploaded AJCC8 update/correction PDF using printed-page chapter mapping.,auto_extracted_v1_5_review,109,N Category,manual_extraction_v1_5
Gastrointestinal Stromal Tumor,AJCC8,any,M,M0,No distant metastasis,Extracted from uploaded AJCC8 update/correction PDF using printed-page chapter mapping.,auto_extracted_v1_5_review,109,M Category,manual_extraction_v1_5
Gastrointestinal Stromal Tumor,AJCC8,any,M,M1,Distant metastasis Definition of Mitotic Rate Mitotic rate Low 5 or fewer mitoses per 5 mm2 High Over 5 mitoses per 5 mm2,Extracted from uploaded AJCC8 update/correction PDF using printed-page chapter mapping.,auto_extracted_v1_5_review,109,M Category,manual_extraction_v1_5
Gestational Trophoblastic Neoplasms,AJCC7,any,T,T0,No evidence of primary tumor,,auto_extracted_v1_5_review,455,Primary Tumor (T),manual_extraction_v1_5
Gestational Trophoblastic Neoplasms,AJCC7,any,T,T1,I Tumor confi ned to uterus,,auto_extracted_v1_5_review,455,Primary Tumor (T),manual_extraction_v1_5
Gestational Trophoblastic Neoplasms,AJCC7,any,T,T2,"II Tumor extends to other genital structures (ovary, tube, vagina, broad ligaments) by metastasis or direct extension",,auto_extracted_v1_5_review,455,Primary Tumor (T),manual_extraction_v1_5
Gestational Trophoblastic Neoplasms,AJCC7,any,T,TX,Primary tumor cannot be assessed,,auto_extracted_v1_5_review,455,Primary Tumor (T),manual_extraction_v1_5
Gestational Trophoblastic Neoplasms,AJCC7,any,M,M0,No distant metastasis,,auto_extracted_v1_5_review,455,Distant Metastasis (M),manual_extraction_v1_5
Gestational Trophoblastic Neoplasms,AJCC7,any,M,M1,Distant metastasis,,auto_extracted_v1_5_review,455,Distant Metastasis (M),manual_extraction_v1_5
Gestational Trophoblastic Neoplasms,AJCC7,any,M,M1a,III Lung metastasis,,auto_extracted_v1_5_review,455,Distant Metastasis (M),manual_extraction_v1_5
Gestational Trophoblastic Neoplasms,AJCC7,any,M,M1b,"High risk Stage unknown Stage unknown G ESTATIONAL T ROPHOBLASTIC T UMORS S TAGING F ORM STAGE CATEGORY DEFINITIONS left right bilateral LATERALITY: TUMOR SIZE: A NATOMIC S TAGE • P ROGNOSTIC G ROUPS HOSPITAL NAME/ADDRESS PATIENT NAME/INFORMATION /381449t (continued from previous page) PROGNOSTIC FACTORS (SITE-SPECIFIC FACTORS) REQUIRED FOR STAGING: Prognostic Risk Scoring Index Risk Score Prognostic Factor Age <40 ≥40 antecedent pregnancy Hydatidiform mole Abortion Term pregnancy Interval months from index pregnancy <4 4-6 7-12 >12 Pretreatment hCG (IU/ml) <103 103-104 104-105 >105 Largest tumor size, including uterus <3 cm 3-5 cm >5 cm Site of metastases Lung Spleen, kidney Gastrointestinal tract Brain, liver Number of metastases identified 1-4 5-8 >8 Previous failed chemotherapy Single drug Two or more drugs Total score Low risk is a score of 6 or less. High risk is a score of 7 or greater. CLINICALLY SIGNIFICANT: FIGO stage : _______",,auto_extracted_v1_5_review,457,DISTANT METASTASIS (M),manual_extraction_v1_5
Gestational Trophoblastic Neoplasms,AJCC8,any,T,T0,No evidence of primary tumor,AJCC8 explicit definition was not present/extracted from the uploaded AJCC8 update/correction PDF; AJCC7 wording carried forward for display only and cancer committee review.,fallback_from_AJCC7_for_AJCC8_review_required,455,Primary Tumor (T),fallback_AJCC7_to_AJCC8_v1_5_review
Gestational Trophoblastic Neoplasms,AJCC8,any,T,T1,I Tumor confi ned to uterus,AJCC8 explicit definition was not present/extracted from the uploaded AJCC8 update/correction PDF; AJCC7 wording carried forward for display only and cancer committee review.,fallback_from_AJCC7_for_AJCC8_review_required,455,Primary Tumor (T),fallback_AJCC7_to_AJCC8_v1_5_review
Gestational Trophoblastic Neoplasms,AJCC8,any,T,T2,"II Tumor extends to other genital structures (ovary, tube, vagina, broad ligaments) by metastasis or direct extension",AJCC8 explicit definition was not present/extracted from the uploaded AJCC8 update/correction PDF; AJCC7 wording carried forward for display only and cancer committee review.,fallback_from_AJCC7_for_AJCC8_review_required,455,Primary Tumor (T),fallback_AJCC7_to_AJCC8_v1_5_review
Gestational Trophoblastic Neoplasms,AJCC8,any,T,TX,Primary tumor cannot be assessed,AJCC8 explicit definition was not present/extracted from the uploaded AJCC8 update/correction PDF; AJCC7 wording carried forward for display only and cancer committee review.,fallback_from_AJCC7_for_AJCC8_review_required,455,Primary Tumor (T),fallback_AJCC7_to_AJCC8_v1_5_review
Gestational Trophoblastic Neoplasms,AJCC8,any,M,M0,No distant metastasis,AJCC8 explicit definition was not present/extracted from the uploaded AJCC8 update/correction PDF; AJCC7 wording carried forward for display only and cancer committee review.,fallback_from_AJCC7_for_AJCC8_review_required,455,Distant Metastasis (M),fallback_AJCC7_to_AJCC8_v1_5_review
Gestational Trophoblastic Neoplasms,AJCC8,any,M,M1,Distant metastasis,AJCC8 explicit definition was not present/extracted from the uploaded AJCC8 update/correction PDF; AJCC7 wording carried forward for display only and cancer committee review.,fallback_from_AJCC7_for_AJCC8_review_required,455,Distant Metastasis (M),fallback_AJCC7_to_AJCC8_v1_5_review
Gestational Trophoblastic Neoplasms,AJCC8,any,M,M1a,III Lung metastasis,AJCC8 explicit definition was not present/extracted from the uploaded AJCC8 update/correction PDF; AJCC7 wording carried forward for display only and cancer committee review.,fallback_from_AJCC7_for_AJCC8_review_required,455,Distant Metastasis (M),fallback_AJCC7_to_AJCC8_v1_5_review
Gestational Trophoblastic Neoplasms,AJCC8,any,M,M1b,"High risk Stage unknown Stage unknown G ESTATIONAL T ROPHOBLASTIC T UMORS S TAGING F ORM STAGE CATEGORY DEFINITIONS left right bilateral LATERALITY: TUMOR SIZE: A NATOMIC S TAGE • P ROGNOSTIC G ROUPS HOSPITAL NAME/ADDRESS PATIENT NAME/INFORMATION /381449t (continued from previous page) PROGNOSTIC FACTORS (SITE-SPECIFIC FACTORS) REQUIRED FOR STAGING: Prognostic Risk Scoring Index Risk Score Prognostic Factor Age <40 ≥40 antecedent pregnancy Hydatidiform mole Abortion Term pregnancy Interval months from index pregnancy <4 4-6 7-12 >12 Pretreatment hCG (IU/ml) <103 103-104 104-105 >105 Largest tumor size, including uterus <3 cm 3-5 cm >5 cm Site of metastases Lung Spleen, kidney Gastrointestinal tract Brain, liver Number of metastases identified 1-4 5-8 >8 Previous failed chemotherapy Single drug Two or more drugs Total score Low risk is a score of 6 or less. High risk is a score of 7 or greater. CLINICALLY SIGNIFICANT: FIGO stage : _______",AJCC8 explicit definition was not present/extracted from the uploaded AJCC8 update/correction PDF; AJCC7 wording carried forward for display only and cancer committee review.,fallback_from_AJCC7_for_AJCC8_review_required,457,DISTANT METASTASIS (M),fallback_AJCC7_to_AJCC8_v1_5_review
Gestational Trophoblastic Tumors,AJCC7,any,T,T0,No evidence of primary tumor,,auto_extracted_v1_5_review,455,Primary Tumor (T),manual_extraction_v1_5
Gestational Trophoblastic Tumors,AJCC7,any,T,T1,I Tumor confi ned to uterus,,auto_extracted_v1_5_review,455,Primary Tumor (T),manual_extraction_v1_5
Gestational Trophoblastic Tumors,AJCC7,any,T,T2,"II Tumor extends to other genital structures (ovary, tube, vagina, broad ligaments) by metastasis or direct extension",,auto_extracted_v1_5_review,455,Primary Tumor (T),manual_extraction_v1_5
Gestational Trophoblastic Tumors,AJCC7,any,T,TX,Primary tumor cannot be assessed,,auto_extracted_v1_5_review,455,Primary Tumor (T),manual_extraction_v1_5
